rowNumber,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
1061,0375704027,Norwegian Wood (Vintage International Original),Haruki Murakami,2000,Vintage Books USA,http://images.amazon.com/images/P/0375704027.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375704027.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375704027.01.LZZZZZZZ.jpg
1062,0874067391,A Little Princess,Frances Hodgson  Burnett,1996,Pages Publishing Group,http://images.amazon.com/images/P/0874067391.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0874067391.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0874067391.01.LZZZZZZZ.jpg
1063,0590484753,Talking to Dragons (Enchanted Forest Chronicles (Paperback)),Patricia C. Wrede,1995,Point Fantasy,http://images.amazon.com/images/P/0590484753.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590484753.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590484753.01.LZZZZZZZ.jpg
1064,0451527038,The Call of the Wild: And Selected Stories (Signet Classics (Paperback)),Jack London,1998,Signet Classics,http://images.amazon.com/images/P/0451527038.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451527038.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451527038.01.LZZZZZZZ.jpg
1065,1590520777,A Life God Rewards for Teens (The Breakthrough Series),Bruce Wilkinson,2002,Multnomah,http://images.amazon.com/images/P/1590520777.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1590520777.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1590520777.01.LZZZZZZZ.jpg
1066,0590484672,Calling on Dragons (Read with Me Paperbacks),Patricia C. Wrede,1994,Point Fantasy,http://images.amazon.com/images/P/0590484672.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590484672.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590484672.01.LZZZZZZZ.jpg
1067,0975311255,A Temporary New Wife,Malcolm Goodway,2004,AuthorsOmniscient Publishers,http://images.amazon.com/images/P/0975311255.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0975311255.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0975311255.01.LZZZZZZZ.jpg
1068,0743237188,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002,Touchstone,http://images.amazon.com/images/P/0743237188.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743237188.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743237188.01.LZZZZZZZ.jpg
1069,0553586122,Reap the Wind,Iris Johansen,2002,Bantam Books,http://images.amazon.com/images/P/0553586122.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553586122.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553586122.01.LZZZZZZZ.jpg
1070,0553584510,The Survivors Club,LISA GARDNER,2003,Bantam,http://images.amazon.com/images/P/0553584510.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553584510.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553584510.01.LZZZZZZZ.jpg
1071,0345341201,Sins of Omission,FERN MICHAELS,1989,Ivy Books,http://images.amazon.com/images/P/0345341201.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345341201.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345341201.01.LZZZZZZZ.jpg
1072,1551662744,White Lies,Linda Howard,1997,Mira,http://images.amazon.com/images/P/1551662744.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551662744.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551662744.01.LZZZZZZZ.jpg
1073,0440175623,Random Winds,Belva Plain,1987,Dell,http://images.amazon.com/images/P/0440175623.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440175623.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440175623.01.LZZZZZZZ.jpg
1074,0440216842,The Carousel,Belva Plain,1998,Dell,http://images.amazon.com/images/P/0440216842.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440216842.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440216842.01.LZZZZZZZ.jpg
1075,0345443284,While I Was Gone,Sue Miller,1999,Ballantine Books,http://images.amazon.com/images/P/0345443284.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345443284.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345443284.01.LZZZZZZZ.jpg
1076,0553285653,Grass,Sheri S. Tepper,1990,Spectra Books,http://images.amazon.com/images/P/0553285653.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553285653.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553285653.01.LZZZZZZZ.jpg
1077,0394800133,One Fish Two Fish Red Fish Blue Fish (I Can Read It All by Myself Beginner Books),DR SEUSS,1960,Random House Books for Young Readers,http://images.amazon.com/images/P/0394800133.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394800133.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394800133.01.LZZZZZZZ.jpg
1078,0060972777,This Boy's Life: A Memoir,Tobias Wolff,1989,Perennial,http://images.amazon.com/images/P/0060972777.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060972777.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060972777.01.LZZZZZZZ.jpg
1079,0064401472,Zlateh the Goat and Other Stories,Isaac Bashevis Singer,1984,HarperCollins Publishers,http://images.amazon.com/images/P/0064401472.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064401472.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064401472.01.LZZZZZZZ.jpg
1080,0156001942,Winter's Tale,Mark Helprin,1995,Harvest Books,http://images.amazon.com/images/P/0156001942.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156001942.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156001942.01.LZZZZZZZ.jpg
1081,055326382X,The Dancing Wu Li Masters: An Overview of the New Physics,Gary Zukav,1994,Bantam Books,http://images.amazon.com/images/P/055326382X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055326382X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055326382X.01.LZZZZZZZ.jpg
1082,0345418018,The World According to Garp (Ballantine Reader's Circle),John Irving,1997,Ballantine Books,http://images.amazon.com/images/P/0345418018.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345418018.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345418018.01.LZZZZZZZ.jpg
1083,0684801469,Farewell To Arms,Ernest Hemingway,1995,Scribner,http://images.amazon.com/images/P/0684801469.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801469.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801469.01.LZZZZZZZ.jpg
1084,0393961192,"The American Constitution: Its Origins and Development, Seventh Edition, Volume II",Alfred H. Kelly,1991,W. W. Norton &amp; Company,http://images.amazon.com/images/P/0393961192.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393961192.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393961192.01.LZZZZZZZ.jpg
1085,9997522052,Collected Works of Emile Zola,Emile Zola,2001,Chatto &amp; Windus,http://images.amazon.com/images/P/9997522052.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9997522052.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9997522052.01.LZZZZZZZ.jpg
1086,0872203492,Plato Complete Works,Plato,1997,Hackett Publishing Company,http://images.amazon.com/images/P/0872203492.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0872203492.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0872203492.01.LZZZZZZZ.jpg
1087,0312420145,The Twenty-Seventh City : A Novel (Bestselling Backlist),Jonathan Franzen,2001,Picador,http://images.amazon.com/images/P/0312420145.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312420145.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312420145.01.LZZZZZZZ.jpg
1088,0911104542,"Cat (kat), n",B Kliban,1975,Workman Pub. Co,http://images.amazon.com/images/P/0911104542.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0911104542.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0911104542.01.LZZZZZZZ.jpg
1089,0375401318,Breaking Clean,JUDY BLUNT,2002,Knopf,http://images.amazon.com/images/P/0375401318.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375401318.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375401318.01.LZZZZZZZ.jpg
1090,0140253602,Felicia's Journey,William Trevor,1996,Penguin Books,http://images.amazon.com/images/P/0140253602.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140253602.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140253602.01.LZZZZZZZ.jpg
1091,0671789422,Possessing the Secret of Joy,Alice Walker,1993,Pocket,http://images.amazon.com/images/P/0671789422.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671789422.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671789422.01.LZZZZZZZ.jpg
1092,1566193966,History of Croatia,Stephen Gazi,0,Barnes Noble Books,http://images.amazon.com/images/P/1566193966.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1566193966.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1566193966.01.LZZZZZZZ.jpg
1093,014016930X,Angle of Repose (Contemporary American Fiction),Wallace Stegner,1992,Penguin Books,http://images.amazon.com/images/P/014016930X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014016930X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014016930X.01.LZZZZZZZ.jpg
1094,0140077022,White Noise (Contemporary American Fiction),Don DeLillo,1991,Penguin Books,http://images.amazon.com/images/P/0140077022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140077022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140077022.01.LZZZZZZZ.jpg
1095,0679732764,Invisible Man,Ralph Ellison,1995,Vintage Books USA,http://images.amazon.com/images/P/0679732764.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679732764.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679732764.01.LZZZZZZZ.jpg
1096,0553273604,Of Love and Shadows,Isabel Allende,1988,Bantam Books,http://images.amazon.com/images/P/0553273604.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553273604.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553273604.01.LZZZZZZZ.jpg
1097,0553273914,The House of the Spirits,Isabel Allende,1986,Bantam Books,http://images.amazon.com/images/P/0553273914.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553273914.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553273914.01.LZZZZZZZ.jpg
1098,0060256672,Where the Sidewalk Ends : Poems and Drawings,Shel Silverstein,1974,HarperCollins,http://images.amazon.com/images/P/0060256672.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060256672.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060256672.01.LZZZZZZZ.jpg
1099,039592720X,Interpreter of Maladies,Jhumpa Lahiri,1999,Houghton Mifflin Co,http://images.amazon.com/images/P/039592720X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039592720X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039592720X.01.LZZZZZZZ.jpg
1100,1859671500,Glorious Country: Food Crafts Decorating,Liz Trigg,1995,Natl Book Network,http://images.amazon.com/images/P/1859671500.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1859671500.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1859671500.01.LZZZZZZZ.jpg
1101,0810935627,Loving,Charles Sullivan,1992,Harry N Abrams,http://images.amazon.com/images/P/0810935627.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0810935627.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0810935627.01.LZZZZZZZ.jpg
1102,0060928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997,Perennial,http://images.amazon.com/images/P/0060928336.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060928336.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060928336.01.LZZZZZZZ.jpg
1103,0671003755,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press,http://images.amazon.com/images/P/0671003755.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671003755.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671003755.01.LZZZZZZZ.jpg
1104,0553268449,JITTERBUG PERFUME,TOM ROBBINS,1985,Bantam,http://images.amazon.com/images/P/0553268449.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553268449.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553268449.01.LZZZZZZZ.jpg
1105,0684844729,STONES FROM THE RIVER,Ursula Hegi,1997,Simon &amp; Schuster,http://images.amazon.com/images/P/0684844729.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684844729.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684844729.01.LZZZZZZZ.jpg
1106,0395051649,Clarissa (abridged),Samuel Richardson,1962,Houghton Mifflin Company,http://images.amazon.com/images/P/0395051649.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395051649.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395051649.01.LZZZZZZZ.jpg
1107,0375705228,Italian Fever: A Novel,Valerie Martin,2000,Vintage Books USA,http://images.amazon.com/images/P/0375705228.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375705228.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375705228.01.LZZZZZZZ.jpg
1108,038001503X,One Hundred Years of Solitude,Gabriel Garcia Marquez,1970,Avon Books,http://images.amazon.com/images/P/038001503X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038001503X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038001503X.01.LZZZZZZZ.jpg
1109,0835607860,The Illustrated Encyclopedia of Buddhist Wisdom,Gill Farrer-Halls,2000,Quest Books,http://images.amazon.com/images/P/0835607860.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0835607860.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0835607860.01.LZZZZZZZ.jpg
1110,158574218X,Common Phrases: And Where They Come From,John Mordock,2001,The Lyons Press,http://images.amazon.com/images/P/158574218X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/158574218X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/158574218X.01.LZZZZZZZ.jpg
1111,0806996021,"Notions And Potions: A Safe, Practical Guide To Creating Magic &amp; Miracles",Susan Bowes,1997,Sterling Publishing,http://images.amazon.com/images/P/0806996021.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0806996021.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0806996021.01.LZZZZZZZ.jpg
1112,0440215625,Dragonfly in Amber,DIANA GABALDON,1993,Dell,http://images.amazon.com/images/P/0440215625.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440215625.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440215625.01.LZZZZZZZ.jpg
1113,0316777730,Naked,David Sedaris,1998,Back Bay Books,http://images.amazon.com/images/P/0316777730.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316777730.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316777730.01.LZZZZZZZ.jpg
1114,0375501851,White Teeth,Zadie Smith,2000,Random House,http://images.amazon.com/images/P/0375501851.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375501851.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375501851.01.LZZZZZZZ.jpg
1115,0877733759,Writing Down the Bones,NATALIE GOLDBERG,1986,Shambhala,http://images.amazon.com/images/P/0877733759.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0877733759.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0877733759.01.LZZZZZZZ.jpg
1116,0805019367,"K Is for Killer (Grafton, Sue. Kinsey Millhone Mysteries.)",Sue Grafton,1994,Henry Holt &amp; Company,http://images.amazon.com/images/P/0805019367.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805019367.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805019367.01.LZZZZZZZ.jpg
1117,0140070206,Ironweed,William J. Kennedy,1989,Penguin Books,http://images.amazon.com/images/P/0140070206.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140070206.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140070206.01.LZZZZZZZ.jpg
1118,0140236589,Swimming in the Volcano: A Novel,Bob Shacochis,1994,Penguin Books,http://images.amazon.com/images/P/0140236589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140236589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140236589.01.LZZZZZZZ.jpg
1119,0140042393,The Grapes of Wrath,John Steinbeck,1976,Penguin USA,http://images.amazon.com/images/P/0140042393.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140042393.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140042393.01.LZZZZZZZ.jpg
1120,1590520653,The Grace and Truth Paradox: Responding with Christlike Balance,Randy Alcorn,2003,Multnomah,http://images.amazon.com/images/P/1590520653.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1590520653.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1590520653.01.LZZZZZZZ.jpg
1121,1590521994,The Best Thing I Ever Did for My Marriage : 50 Real Life Stories,Nancy Cobb,2003,Multnomah,http://images.amazon.com/images/P/1590521994.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1590521994.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1590521994.01.LZZZZZZZ.jpg
1122,3446202218,Kreutzersonate. Eine Liebesgeschichte,Margriet de Moor,2002,Hanser,http://images.amazon.com/images/P/3446202218.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3446202218.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3446202218.01.LZZZZZZZ.jpg
1123,3499134446,Tollivers Reisen. Stadtgeschichten IV.,Armistead Maupin,1995,Rowohlt Tb.,http://images.amazon.com/images/P/3499134446.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3499134446.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3499134446.01.LZZZZZZZ.jpg
1124,067142517X,"HOW TO WIN FRIENDS, REVISED",Dale Carnegie,1981,Simon &amp; Schuster,http://images.amazon.com/images/P/067142517X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067142517X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067142517X.01.LZZZZZZZ.jpg
1125,0671726889,CUCKOO'S EGG,Clifford Stoll,1990,Pocket,http://images.amazon.com/images/P/0671726889.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671726889.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671726889.01.LZZZZZZZ.jpg
1126,0446601241,Kiss the Girls,James Patterson,1995,Warner Books,http://images.amazon.com/images/P/0446601241.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446601241.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446601241.01.LZZZZZZZ.jpg
1127,0451124340,Different Seasons,Stephen King,1983,Penguin Putnam~mass,http://images.amazon.com/images/P/0451124340.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451124340.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451124340.01.LZZZZZZZ.jpg
1128,0345384466,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993,Ballantine Books,http://images.amazon.com/images/P/0345384466.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345384466.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345384466.01.LZZZZZZZ.jpg
1129,0446604801,Jack &amp; Jill (Alex Cross Novels),James Patterson,1997,Warner Books,http://images.amazon.com/images/P/0446604801.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446604801.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446604801.01.LZZZZZZZ.jpg
1130,0345422392,Vittorio the Vampire: New Tales of the Vampires,Anne Rice,2001,Ballantine Books,http://images.amazon.com/images/P/0345422392.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345422392.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345422392.01.LZZZZZZZ.jpg
1131,0679734775,The House on Mango Street (Vintage Contemporaries),SANDRA CISNEROS,1991,Vintage,http://images.amazon.com/images/P/0679734775.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679734775.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679734775.01.LZZZZZZZ.jpg
1132,0440414717,My Life in Dog Years,Gary Paulsen,1999,Yearling Books,http://images.amazon.com/images/P/0440414717.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440414717.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440414717.01.LZZZZZZZ.jpg
1133,0689715625,Black Gold,Marguerite Henry,1992,Aladdin,http://images.amazon.com/images/P/0689715625.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689715625.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689715625.01.LZZZZZZZ.jpg
1134,0812539389,Red Unicorn (Tor Fantasy),Tanith Lee,1998,Tor Books,http://images.amazon.com/images/P/0812539389.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812539389.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812539389.01.LZZZZZZZ.jpg
1135,0152013369,The Silent Storm: Scholastic Edition,Sherry Garland,1996,Harcourt,http://images.amazon.com/images/P/0152013369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0152013369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0152013369.01.LZZZZZZZ.jpg
1136,0425124819,Black Rainbow,Barbara Michaels,1994,Berkley Publishing Group,http://images.amazon.com/images/P/0425124819.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425124819.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425124819.01.LZZZZZZZ.jpg
1137,0345409469,The Demon-Haunted World: Science As a Candle in the Dark,Carl Sagan,1997,Ballantine Books,http://images.amazon.com/images/P/0345409469.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345409469.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345409469.01.LZZZZZZZ.jpg
1138,1558747346,"Teen Love:  On Relationships, A Book for Teenagers",Kimberly Kirberger,1999,Health Communications,http://images.amazon.com/images/P/1558747346.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558747346.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558747346.01.LZZZZZZZ.jpg
1139,0373250177,On The Verge (Red Dress Ink (Paperback)),Ariella Papa,2002,Red Dress Ink,http://images.amazon.com/images/P/0373250177.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250177.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250177.01.LZZZZZZZ.jpg
1140,0763615382,Chaser: A Novel in E-Mails,Michael J. Rosen,2002,Candlewick Press (MA),http://images.amazon.com/images/P/0763615382.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0763615382.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0763615382.01.LZZZZZZZ.jpg
1141,0965975401,Cool Women,Dawn Chipman,1997,Girl Press,http://images.amazon.com/images/P/0965975401.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0965975401.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0965975401.01.LZZZZZZZ.jpg
1142,0141001771,Welcome to My Planet: Where English Is Sometimes Spoken,Shannon Olson,2001,Penguin Books,http://images.amazon.com/images/P/0141001771.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141001771.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141001771.01.LZZZZZZZ.jpg
1143,068930935X,A STRING OF CHANCES (String of Chances Nrf),Phyllis Reynolds Naylor,1982,Atheneum,http://images.amazon.com/images/P/068930935X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068930935X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068930935X.01.LZZZZZZZ.jpg
1144,0451523369,"Frankenstein Or, the Modern Prometheus",Mary Wollstonecraft Shelley,1994,Signet Book,http://images.amazon.com/images/P/0451523369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451523369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451523369.01.LZZZZZZZ.jpg
1145,0786884622,World of Pies : A Novel,Karen Stolz,2001,Hyperion,http://images.amazon.com/images/P/0786884622.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786884622.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786884622.01.LZZZZZZZ.jpg
1146,0449005569,Love: A User's Guide,CLARE NAYLOR,1999,Ballantine Books,http://images.amazon.com/images/P/0449005569.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449005569.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449005569.01.LZZZZZZZ.jpg
1147,0671027344,The Perks of Being a Wallflower,Stephen Chbosky,1999,MTV,http://images.amazon.com/images/P/0671027344.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671027344.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671027344.01.LZZZZZZZ.jpg
1148,8885989632,Patapim e patapam (Le formiche),Antonio Albanese,1994,Baldini&amp;Castoldi,http://images.amazon.com/images/P/8885989632.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8885989632.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8885989632.01.LZZZZZZZ.jpg
1149,0786927089,Dragons of Summer Flame,Margaret Weis,2002,Wizards of the Coast,http://images.amazon.com/images/P/0786927089.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786927089.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786927089.01.LZZZZZZZ.jpg
1150,0684831058,DANCING AT THE RASCAL FAIR,Ivan Doig,1996,Scribner,http://images.amazon.com/images/P/0684831058.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684831058.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684831058.01.LZZZZZZZ.jpg
1151,006019491X,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover)),Isabel Allende,1999,HarperCollins,http://images.amazon.com/images/P/006019491X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006019491X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006019491X.01.LZZZZZZZ.jpg
1152,0684819066,"A Beautiful Mind : A Biography of John Forbes Nash, Jr.",Sylvia Nasar,1998,Simon &amp; Schuster,http://images.amazon.com/images/P/0684819066.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684819066.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684819066.01.LZZZZZZZ.jpg
1153,0375420673,The Bridegroom: Stories (Great Reads),Ha Jin,2000,Pantheon Books,http://images.amazon.com/images/P/0375420673.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375420673.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375420673.01.LZZZZZZZ.jpg
1154,0140368558,Kiss the Dust,Elizabeth Laird,1994,Puffin Books,http://images.amazon.com/images/P/0140368558.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140368558.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140368558.01.LZZZZZZZ.jpg
